,Id,Brightness,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,isDog
896,1bb317785b78de056ca6e8bb2bbd0019,166.88217481010054,0,1,1,1,0,0,0,0,0,0,0,0,64,1
897,b9d8ddaf5dc09adfddc3f5007cb3f114,127.87199041050397,0,1,1,1,0,1,0,0,0,0,0,0,22,1
898,89e474c4194b529bfd75e4ce69112837,150.1751080322631,1,1,1,1,0,0,0,0,0,0,0,0,5,0
899,1c4c44bc24ba03c507177d9c83a7f136,136.53666904221473,0,1,1,1,0,0,0,0,0,0,0,0,29,1
900,1eb9b8439d21ed3f2fbb5f89f569266b,116.75148369317942,0,1,1,1,0,0,0,0,0,0,0,0,23,1
901,3f719824b226dc511c82282fd1980bb7,79.7462448802351,0,1,1,1,0,1,0,0,1,1,1,0,40,0
902,d41b38d278b0ad635e21a4f1951df396,126.47615025582948,0,1,1,0,0,0,0,1,1,1,0,0,21,1
903,b494b4cc9a7ea726ba28362f47b19b48,143.5607157572724,0,1,1,1,0,0,0,0,0,0,0,0,36,1
904,d236d3ce8c297c721bb053a2c601f640,136.83608716419835,0,1,1,1,0,0,0,0,0,0,0,0,23,1
905,38a957b8c4e4fda34b7598e4c19e3b01,114.0634811185092,0,1,1,1,0,0,0,0,0,0,0,0,37,1
906,7d094bf6103910ab01794e48e33dc1de,129.82392514866692,0,1,1,1,0,0,0,0,0,0,0,0,47,1
907,d2396a2d7b1d84ed6b3f4c99e865579c,151.8688132908653,0,1,1,1,0,0,0,0,1,0,0,0,49,0
908,8d39384ff786f101be108a7bcb734907,124.85771987810655,0,1,1,1,0,0,0,0,0,0,0,0,29,0
909,8ba4c5d5b32e64a3c4eb73c94f13a921,119.08378048360717,0,0,0,1,0,0,0,0,1,1,0,0,32,0
910,5a97e9ff1a81fd348ee6c180e42d3442,124.68286487033895,0,1,1,1,0,0,0,0,1,1,0,0,2,1
911,0018df346ac9c1d8413cfcc888ca8246,164.89267417108468,0,1,1,1,0,0,0,0,0,0,0,0,15,1
912,6fa61a4d7b0262c37d12eebcc5178c64,138.96281030501268,0,0,0,0,0,0,1,0,0,0,0,0,54,1
913,b564f94b151501411b9571a7741c391c,134.64069404285055,0,0,1,0,0,0,0,0,0,0,0,0,2,1
914,85d1cc69e27cac5953041a9ba9bf9aa1,150.72788802171127,0,1,1,1,0,0,0,0,0,0,0,0,54,1
915,72c9baf6307a8f1a94783197510814d3,135.8681500959417,0,0,1,1,0,0,0,0,0,0,0,1,63,1
916,d9a59cf5f9b386ca222cdc348335c143,146.0718476997831,0,1,1,1,0,0,0,0,0,0,0,0,26,0
917,2a0dab27e1ace4e966401c92c99ed22c,126.6947338316523,0,1,1,0,0,0,1,0,0,0,0,0,25,1
918,607849bd936992ab3a79ca327dc83986,134.4079752349458,0,1,1,1,0,0,0,0,0,0,0,0,85,1
919,43d494b3cb0c63b2b217f3bac0a69774,86.84126744384203,0,1,1,1,0,0,0,0,0,0,0,0,40,1
920,25e3bf4267c2dc3f579b779418221bb7,148.29354968063376,0,1,1,1,0,1,0,1,0,0,1,0,25,1
921,84b3e81c5545c2d43c3763ce0320c977,154.0412137996504,0,0,1,1,0,0,0,0,1,1,0,1,22,1
922,bd38ba569f972a4ae2bb1560d8328c12,142.3747815950999,0,1,1,1,0,0,0,0,1,1,0,0,21,0
923,3a59c43346e4c7e5ac27fda8bdd137cd,123.4210532991574,0,1,1,0,0,0,1,0,0,1,0,0,13,1
924,05245393ccd83f20fda8e846c583c83b,142.70797130624533,0,1,1,1,0,0,0,0,0,1,0,0,39,1
925,e803ab7bdf77421f3849c7a532c6a012,152.7392845189342,0,1,1,1,0,0,0,0,0,0,0,0,41,0
926,7c422a6a65763675c93df17366f481ea,119.23119603135808,1,1,1,1,0,0,0,0,0,0,0,0,73,0
927,7114436eac271faac844afddb4169f13,174.84867608772237,0,1,1,1,1,1,0,0,0,0,0,0,37,0
928,5d266df5bcfa91fb543cbd3ce8a3ef51,97.51155667778721,0,0,1,1,0,0,0,0,0,0,0,1,26,0
929,4792f87c202c742b18e0db7a82d2efb9,117.49577434011164,0,0,1,1,0,0,1,0,0,0,0,1,25,1
930,5da97b511389a1b62ef7a55b0a19a532,151.98311551556117,0,1,1,1,0,0,0,1,1,1,1,0,42,1
931,f16ab0f801fb54c9a9d650bfcc91ad8c,157.7508118947971,0,1,1,0,0,0,0,0,0,0,0,0,17,1
932,58437107d3b7f8e9e0b41dd79d223bed,163.00701129495832,0,0,1,1,0,0,0,0,0,0,1,1,13,1
933,b633493ca4724ec64e754a6100100658,137.77805282684534,0,1,1,1,0,0,0,0,0,0,0,0,30,0
934,7a344495e871b3ca4fc1a4b13c8e0a2b,156.01972511738433,0,0,1,0,0,0,0,0,0,0,0,0,46,1
935,5843c912979816806767091964ea66cb,152.53821041466063,0,1,1,1,0,0,0,0,0,0,0,0,45,0
936,7917260fc15e6ee1e08e999d12139dbe,216.24106229180003,0,0,0,0,0,0,0,1,0,0,1,1,30,0
937,7e0560ab8a783e601f9218df38a760a4,148.49709631838823,0,1,1,1,0,0,0,0,0,0,0,0,20,1
938,0344e33e02cead400d41da3b881a2920,127.74709435605165,0,1,1,1,0,1,0,0,0,0,0,0,32,0
939,bece30556fe24bcdc676d63638f09267,94.55565387295319,0,1,1,1,0,0,0,0,0,0,0,0,36,0
940,6bff764f427a610f7bb9bd0eef3df264,141.91919917135576,0,1,1,1,0,1,0,0,0,0,0,0,39,0
941,76835180a7a7418f60d04e6cec588996,156.86309475041858,0,0,0,0,0,0,0,0,0,0,0,0,30,0
942,091b6ff1c3a591d49fbcbe3f506827bb,123.11310116032298,0,1,1,0,0,0,1,0,0,0,0,0,35,1
943,96823589ca3fb83f61b78c798e68b2c6,147.06052034801377,0,1,1,1,0,0,0,0,0,0,0,0,28,1
944,1d5726f7ccbe59dbde48eacf394b4d84,139.43372883560542,0,0,0,1,0,0,0,0,0,0,0,0,16,0
945,196e8a9e763ecb0b2e7e067428d7429e,147.12422987487722,0,1,1,1,0,0,0,0,0,0,0,0,21,1
946,f722cb2ff4ac4010058aac5467f3e552,93.53609009182408,0,1,1,1,0,0,0,0,0,0,0,0,20,0
947,99abf04b48da621f3dbfea95862f0984,127.34810038132413,0,1,1,1,0,0,0,0,0,0,0,0,32,0
948,fe32783c05807b49b30d9b1c522c28a2,192.7810929986963,0,1,1,1,0,0,0,0,1,1,0,0,24,0
949,a596586e19056414c76725f9bd3f8acc,129.66460316796125,0,1,1,1,0,0,0,0,0,0,0,0,42,0
950,22f565a0fcac67385ba13f1e6a4d361d,126.89019323821529,0,1,1,1,0,0,0,0,0,0,0,0,25,0
951,ff6bd913df168371937cfd31e01c058d,150.35277320238703,0,0,1,1,0,0,0,0,0,0,0,1,44,0
952,0bbc9b37b069ef2905312c598913fd8b,168.25952819901477,0,1,1,0,0,0,0,0,0,0,0,0,18,1
953,f90a2ad42017ab271a59605e9901cc72,126.42446277165108,0,1,1,1,0,0,0,1,0,0,1,0,33,1
954,05257f67e216eaf0aa65f67e86e26640,124.49997121304347,0,1,1,1,0,0,0,0,0,0,0,0,24,0
955,89098e45a76825443bf292c873dff1dd,153.52708337231357,0,0,1,0,0,0,0,0,0,0,0,0,16,1
956,3a84d44b96d65fd60088272db6bceba7,157.624448649085,0,1,1,1,0,0,0,0,1,0,0,0,33,0
957,fc41a54a2247d7e4454a3b9534bef214,135.87468959039057,0,1,1,1,0,0,0,0,1,0,0,0,28,0
958,2768fdfcb165f519fed4eaab7a9339ee,123.0208125207169,0,1,1,0,0,0,0,1,0,1,0,0,20,1
959,4753a0cf27381f0ff6892f713eee02fd,196.2827547482871,0,0,1,0,0,0,1,1,0,0,1,0,30,1
960,c7eb9ae19b69c5116e857ecafbedeb7d,134.49374942079803,0,0,1,1,0,0,0,0,0,0,0,0,28,1
961,063b049838815c800a8355a73ecb9d52,158.86929849738775,0,1,1,0,0,0,0,0,0,0,0,0,54,1
962,fdde1758a03c5e23f493db4aa2f6873d,124.113028489917,0,1,1,1,0,0,0,0,0,0,0,0,44,1
963,4a896237b9eda03544419033611aaf1b,153.04194242047058,0,0,0,0,0,0,1,0,0,0,0,1,31,1
964,6c74145775e4958dae00d7114ebcafd7,122.8857746386259,0,1,1,1,0,0,0,0,0,0,0,0,45,0
965,d690f0c9887b4a58fda2cf9db0bd2e26,143.05924926842698,0,1,1,1,0,0,0,0,0,0,0,0,7,0
966,35086765d2426e21c768ef23258e029e,133.04203751417458,0,1,1,1,0,0,0,0,0,0,0,0,44,0
967,66b6d6d47a8b71f42fc16c56311e7424,153.67960925930757,0,1,1,1,0,0,0,0,0,0,0,0,31,1
968,0aa20c32757cef192e2981aa5f8a6bb4,133.44571796446922,0,0,0,1,0,0,0,0,0,0,0,0,96,1
969,456ad7e63018cb0c14edf6c06c3d9754,153.1601270630339,0,1,1,0,0,0,0,0,0,0,1,0,27,1
970,43886f39b1e71223bc713e2e7deabe46,166.5717050843459,0,0,1,1,0,0,0,0,0,0,0,0,49,1
971,41b47ffdcdeef888a33407eddee785e8,127.11556408653011,0,0,1,1,0,0,0,0,0,0,0,0,37,1
972,267dd81f583af5d2afb20e8b05644de2,149.16933066473925,0,1,1,1,0,0,0,0,1,1,0,0,17,0
973,5906e2fe7fbbf37af6469807d604157d,117.00686945565789,0,1,1,1,0,0,0,0,0,0,0,0,22,0
974,ccb7be0c9a6fd2d983b096329391e811,123.1548440064776,0,0,0,0,0,0,0,0,1,0,0,1,13,1
975,4307170469f594994d10d0710e3ec638,161.7893372437477,0,1,1,1,0,0,0,0,0,0,0,0,4,1
976,4ba2e1db28debba31dff900312bca2d6,158.64626366193826,0,1,1,1,0,0,0,0,0,0,0,0,48,1
977,f0b3d68a286503a4b0ce21082b698ba1,146.83131186254917,0,0,0,1,0,0,0,1,0,0,0,0,39,1
978,8c0a6e93eb2b8f7faf1827f545d7c522,112.26833173118506,0,1,1,1,0,0,0,0,0,0,0,0,32,1
979,f3ae0533473faff59042902c588adf93,124.54794208320965,0,1,1,1,0,0,0,0,0,0,0,0,25,1
980,29e531d6f82a653462f92ef2a6ef7e09,144.91663941467155,0,1,1,0,0,1,0,0,1,0,0,0,54,0
981,a5e4f85d0e2ae3a78195ba3ae9780673,156.03603786619396,0,1,1,0,0,1,0,0,0,0,0,0,24,1
982,a34456cf83aed918e07b4c0aee35da68,114.12825590206414,0,1,1,1,0,1,0,0,0,0,1,0,48,0
983,73688bda3add176b89a9f6ed71912026,153.9610319392965,0,0,1,1,0,0,0,0,0,0,0,1,28,1
984,af508be7102032276eedfefcf5914d94,130.25924415831793,0,1,1,1,0,0,0,0,0,0,0,0,33,0
985,d90122ddb0755ee4d3cb0b3be756b9bb,166.27183942568632,0,1,1,1,0,0,0,0,0,0,0,0,83,1
986,45088480ee4fc7852aef22be5d30dbfd,179.62650090608477,0,0,1,1,0,1,0,0,0,1,1,0,96,1
987,8848cf4cd5a02e8d44899338d0fbfed0,103.68247335298109,0,0,0,1,0,0,0,0,0,0,0,0,18,0
988,2086e11ea02c299971ebb3a8a639ac86,165.9908677134312,0,0,0,0,0,0,1,0,0,0,0,0,53,1
989,99c198b04f90d2f17515e05e91bf8acd,164.6447295156286,0,1,1,1,0,1,0,0,0,0,0,0,64,1
990,2f784a8f3a7e03f3db59b98f9ec49bd5,145.8628649950413,0,0,1,1,0,0,0,0,0,0,0,1,43,0
991,ea52dff9ea409953c495fa6ac618901f,140.19493064457092,0,1,1,1,0,1,0,0,0,0,0,0,42,0
992,b4539c5306bd10ce71c75b17d2cf3da0,144.04954022550774,0,1,1,1,0,0,0,0,0,0,0,0,32,1
993,3f33cf4670d17dfff2c56b9fefbc32c9,88.934356622236,0,1,1,1,0,0,0,0,0,0,0,0,29,1
994,2d4a21e674edfa75aa205f02017e869b,163.96892987025714,0,0,1,0,0,0,0,0,0,0,0,0,32,0
995,7ab7b845968f6908c17b4ea708a02359,164.70656769004754,0,1,1,1,0,0,1,0,0,1,1,0,52,0
996,be4dfcdc0f96ea703a74c7936f96b4c5,103.423186209756,0,1,1,1,0,0,0,0,0,0,0,0,43,1
997,67940521f7edab6d043ed99201f778c1,153.2256207966875,0,0,0,0,0,0,1,0,0,1,0,1,32,1
998,8574345d1aa7e03d5f7c4700b8868d87,146.12147632201876,0,1,1,1,0,0,0,0,0,1,0,0,41,1
999,9cc32a9a572e139c70aa19d19a8f9f52,135.620890095978,0,1,1,1,0,1,0,0,0,0,0,0,68,1
1000,e0c27988a1d51c35512f970542c55c49,111.96414415554818,0,1,1,1,0,0,0,0,1,0,0,0,34,0
1001,a2bf47e5d4a698c153937ee1532433ab,148.61618790415432,0,1,1,1,0,0,0,0,0,0,0,0,29,0
1002,990f2b6fe8b4e6f765f4bf5558153480,123.0810854531896,0,1,1,1,0,0,0,0,1,1,0,0,37,0
1003,a69775692d50b4b4ff2573f25846929d,137.55389046202373,0,1,1,0,0,0,0,0,0,0,0,0,100,0
1004,42ac7bc64d24cc31fe5dc52a5d423ec6,128.5647413578163,0,1,1,1,0,0,0,0,1,0,0,0,32,1
1005,1eda51811aea43f20b9a1c7b7567c752,157.58723944795548,0,1,1,1,0,1,0,0,0,1,1,0,26,0
1006,d94c46d42e14aebca59c4d655ba9be2a,153.98002402868187,0,1,1,1,0,0,0,0,1,0,0,0,16,0
1007,82dd6e8e83590674a43ade61484cb858,106.06227673509221,0,1,1,1,0,0,0,0,0,0,0,0,13,0
1008,9ab7859b4d113fd6886efbb79efd44f1,137.7940248346871,0,0,1,1,0,0,0,0,0,0,0,1,31,0
1009,d22da16a635031c1ae7554c839f26c9b,113.35162008008571,0,0,1,1,0,0,0,0,0,0,0,0,48,1
1010,eaa7d909c1f3fac946be7acc768ecc3e,129.85612913535624,0,1,1,0,0,0,0,0,0,0,0,0,99,1
1011,c077606393692b76022b7c84dd75ef65,112.8206284009473,0,0,1,1,0,0,0,0,0,0,0,0,45,1
1012,824f5e28fcf4e08dd58d7ef1abbbf4f0,152.9603417123047,0,1,1,1,0,0,0,0,0,0,0,0,59,1
1013,af51d5c103ae4827de6a76df5ce71fa4,117.69060835483015,0,0,0,1,0,0,1,0,0,1,0,0,37,1
1014,574356b5a2b44bfae3ce5cd44fc40fac,185.8002918187794,0,1,1,1,0,0,0,0,0,0,0,0,22,1
1015,d9b80967c532f3b5e9534dd7e6cc9e7b,142.53907786097528,0,1,1,1,0,0,0,0,0,1,0,0,39,1
1016,2b86f94a61491a23e86b12c162b9f4ce,143.63089463391864,0,1,1,1,0,0,0,0,0,0,0,0,24,0
1017,40a46855bdfa0bcff684d08b9002c61a,129.07013420251624,0,1,1,1,0,0,0,0,0,0,0,0,31,0
1018,099a54b54482a23883c852f11ca8231f,122.18579492971784,0,1,1,1,0,0,0,0,1,1,1,0,23,0
1019,a4c0553b1869729e7b3a9ca32e44076a,156.33022463660583,1,1,1,1,0,0,1,0,0,0,0,0,20,0
1020,50b2171b14a8570d3425ba8ae4756173,139.21842166858173,0,1,1,0,0,0,1,1,0,0,0,0,44,1
1021,d48d5adcff1ba13e62a2099c8d14cc0f,144.39414227683994,0,1,1,1,0,0,0,0,0,0,0,0,36,1
1022,4734f46c50eb3834b93c8a841c8bc884,136.3443494660749,0,0,0,1,0,0,1,0,0,0,0,0,25,1
1023,e49cbe0b9f774131abf2ba9a4264c386,136.1301246391618,0,0,0,0,0,0,1,0,0,0,0,1,62,0
1024,ef2d7e3807583f859fb2ba3255185cae,127.36189203217924,1,1,1,1,0,0,0,0,0,0,0,0,26,1
1025,a307f6b514adad07009aabd3b77e9405,125.76121949923235,0,1,1,1,0,0,0,0,0,0,0,0,100,1
1026,ccc4ee1c7166ea31cce114b85958cb14,125.11066897430047,0,0,1,1,0,0,0,0,0,0,0,0,25,1
1027,ade40b1dfd370ca02c2296055a6098db,160.13868210670321,0,1,1,1,0,0,0,1,0,0,1,0,52,1
1028,d3338d46ca212de0b102d892c0c06663,149.4443628701389,0,1,1,1,0,0,0,0,0,0,0,0,40,1
1029,c8ee7a301ad3159cd1722c770d91097d,160.68205632582135,0,0,0,0,1,0,0,0,0,0,0,1,34,1
1030,5bbef435b2fbc7df5876618d63ad9c79,126.30803653073446,0,1,1,1,0,0,0,0,0,0,0,0,66,1
1031,700ef9116389f3e5551d6449a59f9f34,129.90361658955294,0,0,1,1,0,0,1,0,0,0,1,1,45,1
1032,d24a95c356c8268a8547364dc632d577,146.55402124868178,0,0,1,1,0,0,1,0,0,0,0,0,62,0
1033,7a8e6ee0d706003833bc6b9218395162,114.74056506280466,0,0,1,0,0,0,0,0,1,1,0,0,83,1
1034,a188cfda78e8c375bd1909ed71c0ac51,123.29291213122717,0,1,1,1,0,0,1,0,0,0,0,0,68,0
1035,e5452e4ddb6acea8be708734a3a675cc,140.59788081771393,0,1,1,1,0,0,0,0,0,0,0,0,20,1
1036,9e16d28dd368ee0e566f762b1e9b2db8,129.52433772405456,0,1,1,1,0,0,0,0,1,1,0,0,54,0
1037,105387f5034b1e9a5f1d8e8a3b881889,136.9887915832906,0,1,1,1,0,1,0,0,0,0,0,0,40,1
1038,d0385a621bd4f833f829cb8e442a16df,123.49587327545059,0,1,1,1,0,0,0,0,0,0,1,0,100,1
1039,fb1b85c23f5cc8a079387ff575b67b50,152.6142538673072,0,1,1,1,0,0,0,0,0,0,1,0,100,1
1040,17294aa3ea03519e7b03884493731de9,124.58161284564419,1,1,1,1,0,0,0,0,0,0,0,0,15,0
1041,c86fe58fcfb959cda493dc6578c1868c,112.10777377368557,0,1,1,1,0,0,0,0,0,0,0,0,32,0
1042,b966f34f3775ec635b77fdeb7b81613c,140.86125728335364,0,0,1,1,0,0,0,0,0,1,0,1,42,1
1043,fa0fa7310b48fcdcd303e2fd0e600b38,120.9576233263908,0,1,1,1,0,0,0,0,0,0,0,0,41,0
1044,d16c443cbaf9d6c2e75b32ca0058a729,97.2828598524755,0,1,1,1,0,0,0,0,0,0,0,0,33,0
1045,eca5739ad92be5bc1335003640992d4c,138.04356974669497,0,1,1,1,0,0,0,0,0,0,0,0,28,0
1046,156eb1de56065f2a3707b2a1102b308f,139.9815225555409,0,1,1,1,0,0,1,0,0,0,0,0,27,0
1047,4bd8a698f303ce384ae7f94486c97135,132.5029145408181,0,0,0,1,0,0,0,0,0,0,0,0,19,1
1048,b127a950189438abb47534bd4670ea9a,181.96892164496484,0,1,1,0,1,1,0,1,0,0,0,0,31,1
1049,391434e2c8f59bc923b237a7863a13e2,154.69850328644227,0,1,1,1,1,0,0,0,0,0,0,0,69,1
1050,34b29956fc343d03a507480117c2b13a,95.02711305160162,0,1,1,1,0,1,0,0,0,0,0,0,20,0
1051,d2267f14158625a4106179f21fb60743,143.05208033730798,0,1,1,0,0,0,1,0,1,0,0,0,28,1
1052,4351b07577b9a4435ba4a1da5074baa1,126.38165583026972,0,1,1,1,0,0,0,0,1,1,1,0,45,1
1053,2e8a29c86588970f7d2b20be37558772,146.19796952101925,0,1,1,1,0,0,0,0,0,0,0,0,75,0
1054,23b8671523d3fd69be1e252a204d01ef,130.35873841989533,0,1,1,1,0,1,0,0,1,0,0,0,100,1
1055,776d92567e4d173093527335741f49c6,168.60946764785155,0,1,1,1,0,0,0,0,1,1,0,0,23,0
1056,de1f6dad8369e9dbb9fd49eca7c1cd3f,168.25063088834838,0,1,1,1,0,0,0,0,0,0,0,0,23,1
1057,a450cd16e284e1fc9affba674a63c154,136.09055764974758,0,1,1,1,0,0,0,0,0,0,0,0,62,1
1058,552e462411e38b721a7a729abf839958,84.07144196639219,0,0,0,1,0,0,0,0,0,0,0,0,48,1
1059,aa353ed1a09042d89ff571d32b3ad197,110.10243437083125,0,1,1,1,0,1,0,0,0,0,0,0,100,1
1060,45e095296bc013c53670f420595db90d,139.62006620519102,0,0,0,1,0,0,0,0,0,0,0,0,100,1
1061,063bbea2ec0aa59ff248f96bde9d0d4d,93.79550584775224,0,0,0,1,0,1,0,0,0,0,0,0,24,1
1062,0a3d571cec18903dd963639dddf5587d,129.51858966334166,0,1,1,1,0,0,0,0,0,0,0,0,44,1
1063,268a01915415f435995be991ec5af73d,141.16177540298176,0,1,1,0,0,0,0,0,0,1,0,0,76,1
1064,a6de01c1257d1da5c0312b20f2d3c82b,114.13065004696058,0,1,1,1,1,0,0,0,1,0,0,0,29,1
1065,5d7d42f0c98fa9e9965d7d0d559b6b81,165.72478539172818,0,1,1,1,1,1,0,0,0,0,0,0,66,1
1066,06e91bb1bb5bab072db4b70d98a7712e,124.42778331918471,0,1,1,1,0,0,0,0,0,1,0,0,51,0
1067,5262ba8c006d525e9f2902122be99aca,133.7978495976488,0,1,1,1,0,1,0,0,0,0,0,0,58,1
1068,b8e92e4685825deaf16fc805962b3cb7,136.9555994220311,0,0,1,1,0,0,0,0,1,0,0,0,53,1
1069,c6c6ff64636f3f4fd88c15de22298c4b,136.3512150368479,0,1,1,1,0,0,1,0,0,0,0,0,37,1
1070,9a68e1d838550765eba447ce0aea8325,108.23172655162824,0,1,1,1,0,0,0,0,1,1,0,0,18,1
1071,00df0a668441b10869f4372fd15c14f5,117.62639939919066,0,0,0,1,0,0,0,0,0,0,0,0,69,1
1072,c9738b2df7091da17ec67a21404c966f,123.55411385400471,0,0,1,1,0,0,0,0,1,0,0,1,42,1
1073,cbd4a806a5b293e755673678d2cb4566,182.10528035823103,0,1,1,1,0,0,0,0,0,0,0,0,42,0
1074,f4dbf8dc4029857f2955e0896ec2d977,156.64165193952644,0,1,1,1,0,0,0,0,0,0,0,0,33,0
1075,941e532a21f7edb21766e88a15e588cb,132.46073056465318,0,1,1,1,0,0,0,0,1,1,0,0,100,1
1076,f31309b802d5f55b81babb2286f6b123,173.6307696059481,0,0,0,1,0,0,0,0,1,0,0,1,69,1
1077,1d31349cc78c3dffa89d70f1d88f7097,169.1509411311296,0,1,1,1,0,0,0,0,1,0,0,0,18,1
1078,3591d8447a93d420b12ccf5c9e7ed3a6,139.61438881255773,0,1,1,1,0,0,0,0,0,0,0,0,30,1
1079,cb476eaa9296859192e1464a5a932420,122.59007256756925,0,0,0,0,0,0,1,0,0,1,0,0,33,1
1080,8e47df3642ab47dd07d7cb892ecc6637,133.39861505715774,0,1,1,1,0,0,0,0,0,0,0,0,50,0
1081,55054956bada87574110611b25e70644,134.85716653700274,0,0,0,1,0,0,1,0,0,1,0,0,30,1
1082,4a116e3b86c9d2a84e5055fee98b6c43,116.93923771418211,0,0,0,1,0,0,0,0,0,0,0,0,29,1
1083,02715d2f51385785febaccc52b7138b7,144.45673791410715,0,1,1,1,0,0,0,0,0,0,0,0,19,0
1084,a576cd96d2e7ffff24c475075cfd6b09,171.1290527436948,0,1,1,0,0,0,0,0,0,0,0,0,21,0
1085,173218368c3a01062359b4052ba64854,128.7178173483531,0,0,0,1,0,0,0,0,1,1,0,0,30,1
1086,518f082efcd840e2d3e9e2939fcea8db,127.37402787553722,0,0,0,1,0,0,1,0,0,0,0,0,27,1
1087,ecd36a362338357f67de9ee2a355c7d2,146.10196737169548,0,1,1,1,0,0,0,0,0,0,0,0,49,1
1088,4fb2586c5ee8688e764214c2d5d670bc,137.44758177395238,0,1,1,1,0,0,0,0,0,0,0,0,67,1
1089,5d4974a46ba2acd968082339d824b8fa,143.51412598474687,0,1,1,1,0,0,0,0,1,1,0,0,25,1
1090,1ba794025a60d91b83b6fa9a5f11d589,143.42544076513246,0,0,1,1,0,0,0,0,0,0,0,1,18,0
1091,f7903a7d6be4a636f8c28fd23b4951ec,105.9665124469919,0,0,1,0,0,0,0,0,0,0,0,0,100,1
1092,b5347a4957bcc323ba3ee6482dd1ec88,142.2980741312746,0,1,1,1,0,0,0,0,0,0,0,0,30,0
1093,509ba669d1b15dc0d31e4529d5e99bff,155.8796116406463,0,1,1,1,0,0,0,0,0,0,0,0,22,0
1094,748207dee144c43cffe948e942ec8693,128.18741758079076,0,1,1,1,0,0,0,0,0,0,0,0,38,1
1095,3b919f44e69fa03979465493cbab93aa,146.02251923089057,0,1,1,1,0,0,0,0,0,1,0,0,62,1
1096,b2236d9326f1d957abd3683217d12795,82.46937389625657,0,1,1,1,0,0,0,0,1,1,0,0,28,1
1097,316fe23189927e65d52a3cb1f59043ff,135.10113096473836,0,1,1,1,0,0,0,0,0,0,0,0,75,1
1098,c923cf1ba122dedca31217296d276fad,149.47178004837957,0,1,1,0,0,0,1,0,0,0,0,0,17,1
1099,c68cba426e726797167c910fd757ecef,168.15606673383212,0,1,1,1,0,0,0,0,1,1,0,0,48,0
1100,85d5d76b8e62d236d3bdc1cec815a3c7,147.34935394082348,0,1,1,1,0,0,0,0,0,0,0,0,100,1
1101,f3ae601d1f842af8c8147307c623c3a6,144.1413730756504,0,1,1,1,0,0,0,0,0,0,0,0,30,0
1102,35e84b2cb51e83822986fb67fa6983e4,141.03391663367003,0,1,1,1,0,1,0,1,0,1,1,0,27,1
1103,dca6fbe1ff6e873988bdf7c451c57155,138.8513367277991,0,1,1,1,0,0,0,0,1,1,0,0,13,1
1104,bbf4577c3bc56e235c2eb4ddc7526927,167.30410083099247,0,0,0,1,0,1,0,0,0,0,0,0,32,0
1105,697c4eac4b9988b943bc6274ffbd4017,171.163550546101,0,1,1,1,0,1,0,0,0,0,0,0,64,0
1106,d87c9622db856a8d92d702e103f28728,115.21673167820481,0,1,1,1,0,0,0,0,0,0,0,0,97,0
1107,058164de58ae336c7f9f71406c286809,145.18387278034416,0,1,1,1,0,0,0,0,0,0,1,0,32,1
1108,6b1784bae450fe3a897336d37507c851,129.34787357367003,0,1,1,1,0,0,0,0,0,0,0,0,42,1
1109,862f3943593e36e26bf7347d79f69045,148.73183009772086,0,1,1,1,0,0,0,0,0,0,0,0,28,0
1110,97450c466d98b1c11aa06f205c1d6e53,108.06058571061841,0,0,1,0,0,0,1,0,0,0,0,0,71,1
1111,4831f6e12c448078718a7688dd6ba901,98.90049773538115,0,1,1,1,0,0,0,0,1,1,0,0,45,1
1112,8695b0b5d0621842defbc3ef702e82fd,142.71795334346072,0,1,1,1,0,0,0,0,1,0,0,0,28,1
1113,e4e56ba75b62102f1e448e40dfe0f4c7,133.434349298744,0,1,1,1,0,0,1,0,0,0,0,0,65,0
1114,f7b3d30fc64460a4870e8a1ce272d18b,148.67849741345285,0,0,0,1,0,0,0,0,0,0,0,0,21,1
1115,e461020f04c3b80141ee51f659cb5d97,152.96387124867545,0,0,1,0,0,0,1,0,0,0,0,0,41,1
1116,9c6058308c1f2f5b1b3c8f23f5e9cb22,119.55838821413204,0,1,1,1,0,0,0,0,1,1,0,0,17,1
1117,12ecff666b579349f10fb08ed794a7fc,124.55063212523305,0,1,1,1,0,0,0,0,1,1,0,0,49,1
1118,ac21c7f5daa8b5d88fb840f4be25f4d2,146.93868118737868,0,0,1,0,0,0,0,1,0,0,1,0,16,1
1119,13ec063bcf359bd4e6309164ff14b9ed,105.01205437551071,0,1,1,0,0,0,0,0,0,0,0,0,52,1
1120,9c2f9d6edb0fd50a5b7a7797d1b28dc8,135.29393485616527,1,1,1,1,0,0,0,0,0,0,0,0,21,0
1121,b50d5a870be7ce4feb5c154c5e69f1b2,144.85608760628136,0,0,1,1,0,0,0,0,1,1,0,0,24,1
1122,bbb5ff1d81b8aac66c2ca19d8fdc9400,143.94998955681302,0,1,1,0,0,0,1,0,0,1,0,0,47,1
1123,5b01f12a0be5c0880c2f28c3d4233b33,136.5914725173619,0,1,1,1,0,0,0,0,0,0,0,0,33,0
1124,b318d41084469931ab163fa86632530a,125.3746551236902,0,0,0,1,0,0,0,0,1,0,0,0,64,1
1125,1c4f6a81fc58a6468b4b15a995300ee4,131.36899458065977,0,1,1,1,0,0,0,0,0,0,0,0,100,1
